inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
50300,27,11,11,201910
50700,4,3,1,201911
50971,28,19,7,202000
50350,1,,1,201909
50600,1,1,,201911
52320,49,33,15,201908
51320,2,1,1,201911
50070,1,,1,201910
50971,39,27,11,201910
51820,4,4,,201909
52090,2,2,,201908
52320,32,23,9,202000
53133,7,5,2,201910
51254,3,2,1,201909
52235,2,,2,201911
52235,4,2,2,202000
50450,22,10,11,201907
50516,358,41,312,201911
50930,1,1,,201909
51400,9,5,3,201910
51770,9,9,,201910
52720,16,8,8,201909
53020,10,5,2,201910
53115,8,6,,202000
53100,2,2,,201907
50350,2,,2,201910
51200,5,1,3,201908
51220,20,6,14,201910
51910,8,6,2,202000
52220,2,2,,202000
52695,2,,2,201910
50935,119,58,58,201909
50971,31,16,11,201908
50730,29,21,5,201910
52065,16,9,6,201909
52350,1,1,,201911
52695,1,,,202000
53130,5,4,,201909
50650,2,1,1,201909
52040,2,2,,201911
52350,2,2,,202000
52510,2,,2,201908
noPort,1138,752,291,201908
51320,4,2,2,201910
52235,2,1,1,201909
noPort,1135,747,298,201909
51870,12,5,6,201909
50140,22,8,11,201909
50970,221,183,27,201909
50971,37,30,8,201911
52320,40,32,8,201909
51770,4,4,,202000
52295,9,7,2,201910
50380,31,17,12,201911
51260,9,,9,201908
51290,1,1,,201911
52235,2,1,1,201910
52510,1,,1,201910
50040,1,1,,201907
51130,125,85,33,201909
51865,2,,,201908
53000,1,1,,201911
50971,28,22,6,201909
51340,3,2,1,201907
51180,1,1,,202000
51803,14,13,1,201907
51810,2,2,,202000
50650,3,1,2,202000
50700,1,1,,202000
51205,1,,,202000
53000,1,1,,201909
51340,3,1,2,201911
51254,2,,1,201908
50805,4,1,3,201910
51010,5,2,3,201910
52260,5,1,4,201909
52295,1,1,,201907
50380,33,19,13,201907
50055,804,530,239,201910
50060,40,26,11,201907
51040,41,33,6,201909
50070,1,1,,201911
52523,1,,1,201907
50517,1,1,,201910
51815,22,20,2,202000
51855,1,1,,202000
51130,126,90,25,202000
52320,34,21,11,201911
50030,717,510,184,201908
50970,234,176,40,201910
52140,1,,1,202000
52260,5,1,3,201908
50970,217,174,36,201911
53010,3,3,,201910
51200,4,2,2,201909
52510,4,2,2,201911
50730,26,17,9,201911
51130,104,76,19,201908
51803,6,6,,202000
51070,1,,,201908
51280,6,3,3,201907
51830,6,3,1,201907
51820,3,2,,201907
51020,1,1,,201911
50140,20,11,9,201907
50935,115,52,59,202000
51040,41,29,11,201907
51845,36,21,10,201909
52220,4,2,2,201908
51040,38,27,9,201911
51484,2,,1,201908
51870,14,7,7,201907
51870,15,3,10,201910
51941,12,6,4,201911
52090,1,1,,201911
52680,1,,1,201910
53115,15,12,1,201911
50380,35,18,12,201908
51820,3,2,,201911
50055,788,516,231,201909
51504,2,,2,201910
50030,710,491,195,201907
51800,3,2,,201910
52220,2,1,,201907
52297,2,1,1,201910
50055,889,590,249,201908
51254,3,2,1,201911
51820,7,5,,201908
51910,8,4,3,201908
51920,3,1,1,201911
51350,1,1,,201909
52065,10,7,2,202000
52940,2,2,,201911
51815,44,40,3,201908
52297,1,,1,201907
50300,21,10,10,201909
50935,138,64,71,201911
52065,16,13,2,201911
51830,5,4,1,201909
50300,19,9,8,202000
50650,2,,2,201907
51180,3,2,1,201907
51820,9,4,1,201910
51845,57,28,17,201907
52940,1,1,,201910
52065,16,11,4,201910
53130,4,2,,201908
50935,116,57,56,201907
51320,3,1,2,201909
51845,51,27,21,201908
50060,56,23,31,201911
50340,2,,2,201907
51810,12,11,,201909
50040,1,1,,202000
51803,7,7,,201910
52240,15,12,2,201909
50140,16,9,7,201908
50441,6,3,2,201908
50441,5,4,,201909
51500,1,1,,201908
51830,4,3,1,202000
51850,1,1,,201908
52720,12,5,6,201910
51941,12,11,1,202000
52940,1,,,201907
50517,2,,1,201911
50730,13,4,7,202000
51254,1,1,,202000
51910,4,1,3,201910
52510,3,1,1,201907
50210,2,1,1,201910
50210,2,2,,201911
51020,1,1,,201908
51040,33,25,7,202000
52720,18,8,9,201907
52940,1,,,201909
51340,2,1,1,201910
51400,6,4,1,202000
50120,1,1,,201909
50517,2,2,,201907
50971,33,22,9,201907
52235,2,1,1,201908
52240,23,21,2,202000
52720,12,2,9,201911
53020,3,1,,202000
52090,1,1,,202000
50925,1,1,,201909
51350,1,,,201907
52350,4,4,,201910
50250,1,,,201907
51180,5,4,1,201908
51830,3,3,,201908
53020,8,5,2,201907
50785,19,4,15,201909
50785,37,9,27,201910
50935,135,57,74,201910
51010,8,3,3,201909
51130,115,82,31,201907
51205,1,1,,201907
51320,3,2,1,201907
51220,35,12,23,201907
51280,3,1,2,201908
50510,1,1,,201907
51815,46,44,2,201910
52090,1,,1,201907
53133,9,4,5,202000
51200,6,,5,202000
53010,3,1,1,201909
51810,13,12,1,201910
51941,13,9,3,201907
50340,1,1,,201910
50785,33,5,26,201907
51504,1,,1,201909
52260,5,1,3,202000
50030,579,359,194,201910
51910,4,2,2,201911
52065,17,12,6,201907
53020,11,6,3,201911
50380,34,18,14,201910
50441,5,2,2,202000
50450,18,8,8,201908
50700,3,1,2,201909
52240,23,19,3,201910
52695,2,,2,201911
52270,1,1,,201911
51890,10,7,2,201909
50518,4,4,,202000
50930,1,,1,201908
51280,4,2,2,201909
51100,19,3,14,201908
52720,16,8,8,202000
50518,3,3,,201909
53133,7,5,2,201911
50060,59,35,24,201909
50070,1,,,201907
51920,2,,,201907
52040,1,,1,202000
52350,6,5,1,201907
50030,526,306,192,201911
50730,27,17,8,201908
51815,33,26,5,201909
51840,2,,2,201909
51810,5,4,1,201908
50140,15,5,10,202000
50231,2,,1,201908
51830,3,1,2,201911
52350,3,3,,201908
51280,6,4,1,201911
51890,9,8,1,201910
51941,13,6,6,201908
50040,1,,,201909
50040,2,2,,201910
52230,4,4,,201910
50350,2,,2,201908
50120,1,1,,201910
50180,1,,1,201909
51400,7,3,3,201909
50450,20,7,12,201911
51850,1,1,,202000
51920,4,3,1,201909
52295,10,9,1,201909
52510,3,2,1,201909
50600,1,1,,201909
51040,36,28,7,201910
51130,130,98,27,201911
51815,37,31,6,201911
53115,11,8,1,201907
50060,51,25,23,201908
51200,10,,9,201910
52140,1,,1,201911
52270,1,1,,201907
53115,13,10,1,201908
53130,3,2,,201911
51100,23,5,16,201909
52140,1,1,,201907
52270,2,2,,202000
52320,47,37,9,201907
51350,2,1,1,201910
51400,9,4,4,201908
50930,1,,,202000
51920,3,2,,202000
52297,2,,2,201909
52760,1,1,,201911
50040,1,1,,201908
50055,880,577,253,201907
50060,62,27,31,201910
50510,1,1,,201909
50516,373,34,330,201907
50518,7,5,1,201908
51280,9,5,4,201910
51770,5,4,1,201911
52270,1,1,,201908
50450,15,7,8,201909
50970,171,124,35,202000
51340,2,2,,201908
51800,2,2,,201908
52230,1,1,,201911
51100,23,5,15,201910
51330,1,,1,201910
51810,7,7,,201911
50510,3,2,,202000
51400,6,3,3,201911
50785,24,3,20,201908
50970,215,184,24,201907
50518,5,5,,201907
50790,1,,,201911
51810,6,6,,201907
52260,5,,5,201907
52040,1,,1,201910
50805,3,2,1,201909
51260,4,,3,202000
50030,619,422,171,201909
51130,96,70,20,201910
51870,22,10,12,201908
51910,4,3,1,201907
51220,33,12,21,201909
53010,5,4,1,201911
51010,2,2,,201911
52230,3,2,1,201909
52510,4,2,2,202000
53130,5,3,1,202000
50517,4,2,2,201909
51340,2,1,1,201909
52680,1,1,,201908
50055,751,451,249,201911
51840,1,,1,201911
51845,32,12,18,202000
52220,2,2,,201910
52240,18,16,2,201908
53000,2,2,,201910
50300,19,9,8,201911
52295,3,1,1,201908
52680,1,1,,202000
50040,2,2,,201911
52270,1,1,,201909
52295,3,2,1,201911
52480,1,1,,201911
53130,4,2,,201907
50250,2,1,,201911
50805,3,3,,201911
51260,5,,5,201909
52350,2,2,,201909
50516,269,31,232,202000
51840,1,,1,201907
50300,21,6,11,201907
50700,5,3,2,201908
51770,10,8,1,201909
52230,2,2,,201907
52240,12,10,2,201911
50350,3,2,1,202000
50700,5,3,2,201910
53010,8,6,,201908
50030,265,124,134,202000
50340,5,1,3,202000
51220,20,11,9,202000
noPort,1189,813,294,201907
noPort,1191,786,316,201910
50350,1,,,201907
50140,16,4,11,201910
50441,7,4,3,201911
51820,5,3,1,202000
53115,10,7,2,201909
51205,1,1,,201911
51941,13,9,4,201909
51260,14,1,13,201910
53133,7,5,1,201908
50441,4,3,1,201910
50510,3,3,,201911
51330,1,,1,201911
51870,17,9,7,202000
53010,5,3,2,202000
50060,43,19,20,202000
50210,1,1,,202000
50380,23,9,13,202000
50785,19,4,13,202000
51220,31,15,16,201911
51400,10,5,3,201907
51845,35,16,20,201910
52260,9,2,8,201910
52720,18,9,9,201908
53020,7,5,1,201909
50790,3,1,2,201909
51770,12,9,2,201908
51803,16,15,1,201908
52240,13,10,1,201907
noPort,833,552,223,202000
51180,4,3,,201911
noPort,1206,803,323,201911
51865,2,1,1,201911
51254,4,4,,201910
50805,5,1,3,201908
51840,1,,,201908
50730,24,11,12,201909
50935,136,60,68,201908
52090,1,1,,201910
52297,2,,2,201908
50380,35,20,13,201909
51350,1,1,,202000
51220,33,20,13,201908
51260,13,,13,201907
51803,8,7,1,201911
50517,1,1,,202000
51890,16,11,3,201907
50518,4,4,,201911
51320,2,,1,202000
51350,1,,1,201911
53100,1,1,,202000
51010,5,2,3,201908
51941,23,15,6,201910
51340,1,1,,202000
51890,7,5,1,201911
50350,9,8,1,201911
53100,2,2,,201909
50140,25,13,10,201911
50450,24,17,7,201910
52320,53,33,15,201910
51010,6,3,3,201907
50650,3,2,1,201908
50650,2,,2,201910
50300,16,3,10,201908
50340,3,2,1,201911
50600,2,1,,201910
51920,3,1,2,201910
52230,1,1,,202000
53020,10,4,3,201908
50055,584,374,177,202000
50510,3,3,,201908
50600,2,2,,201908
52065,18,11,3,201908
50210,3,1,,201908
50805,5,3,2,201907
51010,3,1,2,202000
51100,21,2,13,201911
51040,49,35,11,201908
50516,390,37,343,201908
50518,5,4,1,201910
51280,9,4,3,202000
51845,41,15,22,201911
51260,9,,9,201911
52230,1,1,,201908
52260,5,,5,201911
52295,1,,1,202000
53115,13,10,1,201910
51890,10,8,,202000
52523,1,,1,202000
52270,1,1,,201910
50516,357,31,316,201909
51020,1,,,201909
53133,4,3,,201907
51200,6,,6,201911
51815,46,40,5,201907
52940,1,,1,201908
51100,18,2,15,201907
50970,218,178,28,201908
51180,3,3,,201909
51840,1,,1,201910
50516,356,38,304,201910
51180,2,2,,201910
51920,4,2,1,201908
50340,4,2,1,201908
52220,4,2,2,201911
50250,1,1,,201910
51770,15,12,1,201907
51830,3,1,1,201910
51870,20,9,11,201911
50450,13,5,8,202000
50805,2,1,1,202000
51910,5,4,1,201909
52040,1,,1,201909
53010,8,7,,201907
50441,4,2,1,201907
50790,1,,1,201908
52235,3,2,1,201907
51200,7,1,6,201907
51500,1,1,,201907
53130,6,4,,201910
50045,1,,,201908
50517,4,1,2,201908
51803,9,9,,201909
52680,2,1,,201911
51020,2,2,,201907
51254,2,1,1,201907
50785,20,5,15,201911
51865,3,2,,201910
51890,12,10,2,201908
51320,4,2,1,201908
50700,3,2,1,201907
50730,35,23,9,201907
51100,19,5,11,202000
53133,4,2,1,201909
